key,0,1,2
200,"被魔界花卷走。
拥有血盆大口的草木纲魔物，隐隐约约有些臭味。","原本是天青斗场为了举办假面狂欢而购入的魔物，可是没想到其性格意外的随和，以至于无法派上用场。为此特地转交给了青魔法师行会，但因为其臭味微弱也无法用于学习青魔法“臭气”，于是最终被当成了坐骑。","居然是魔界花？！
　　　——帕帕力莫"
201,"骑上猪大仙。
为骑乘而制作的仙子猪，身上有香肠的味道。","恩莫族的拉各·因克制作的骑乘用仙子猪。非常喜欢香肠的味道，没事就会跑进熏制室，所以身上会有香肠的香味。虽然骑起来很舒适，可总会让人感到饥饿。","那个恩莫族就是仙子猪
的主人？呜哇，他看上
去好像很生气啊……
　　　　——特纳缇乌"
202,"乘上厄毗米修斯。
加隆德炼铁厂重现的帝国制魔导兵器。","加隆德炼铁厂依照拂晓血盟的谍报人员从帝国带回来的设计图再现出的魔导兵器。不过，设计图的情报有欠缺，按照推测摸索制造的结果，使得该兵器变成了小型的单人车辆。","好吧……
启动魔导兵器！
　　——劳伦修斯"
203,"乘上墨诺提俄斯。
加隆德炼铁厂试作的帝国制魔导兵器。","加隆德炼铁厂试作的魔导兵器。通过分析制作厄毗米修斯时的数据，再进行微微改良后，使得该魔导装甲乘坐变得更加舒适且容易量产，稍微遗憾的是没能提高最大速度。","看上去应该不是
加雷马帝国的魔导兵器……
　　　　　　　　　——西德"
204,"操纵建筑7号。
地灵族制造的装甲巨兵，之后被黑涡团缴获。","地灵族制造的装甲巨兵。其本体并非机械而是一种穿着甲胄的巨像兵。黑涡团在与地灵族的一场战斗中将其缴获，经过纳尔迪克&威米利作坊的修理后，将其提供给了冒险者部队。","原来是这样，又被
地灵族袭击了啊。
真让人头疼……
　　　——阿纳奥克"
205,"骑上暗影玲龙。
用充满了哈迪斯魔力的魔笛召唤出来的魔法生物。","用充满了哈迪斯魔力的魔笛召唤出来的魔法生物。这应该是爱梅特赛尔克打发时间时创造出来的魔法生物。曾经的古代人可以随意创造出这种级别的生物。","我们的记忆……执着……
希望……绝望！
　　　——爱梅特赛尔克"
206,"骑上搬运魔石精。
巨大的魔石精。不喜欢搬运矿石和蛋，只喜欢搬运人。","很少见的巨大魔石精。因为吃了太多矿石导致身体变得巨大，结果卡在了狭小的坑道中，在被路过的采矿工救出之后，便为了报恩开始搬运人们。最近它变得更加喜欢搬运人了。","那个魔石精是个
聪明又温柔的好孩子啊。
　　　　　　　　——凯夏"
207,"骑上得到宽恕的沉默。
非常罕见的温和食罪灵，沉默地运送主人。","在游末邦地下室发现的食罪灵。听到传闻的狂热兵团的怪物猎人们为讨伐前往了地下室，发现它不仅不抵抗，还非常顺从。所以变成了骑乘用的食罪灵。","那也是食罪灵！
而且应该很强！
　　　——阿莉塞"
208,"骑上长颈驼。
生息在阿巴拉提亚云海的浮岛上的百兽纲草食野兽。","想吃相邻浮岛上的树叶时，不小心踩空掉下去的长颈驼。在掉落途中，散发出不想死的强烈思念后，觉醒了隐藏于身的才能，可以操控风属性以太在空中自由飞翔。当然，这都是传说。","别磨蹭，快点去观
察长颈驼的全身。
　　　——阿特鲁纳"
209,"骑上白化黑羊。
一身白毛的黑羊，或许就是白羊吧。","在艾因哈特家领地饲养长大的羊。本应该是一身黑毛的黑羊，结果却长着一身白毛。因为太过稀有，所以人们没有吃掉它，以至于长到现在，体型大到能载人。","喜欢羊毛和羊奶的孩子们
一定会非常高兴的！
　　　　　——乌因·尼伊"
210,"","",""
211,"骑上巫菲提。
栖息在云冠群岛的人猿，曾被人们肆意猎捕。","栖息在云冠群岛的人猿，曾被人们肆意猎捕。它们有追随强者的习性。为了追随当年打倒自己的强者，巫菲提学会了如何乘坐云海之风，离开了云冠群岛踏上了旅途。","云冠群岛是危险的暗礁空域。
如果没有相应的实力，
或许都无法活着回来。
　　　　　 　——雅克瓦妮"
212,"骑上恐爪龙。
栖息在伊尔萨巴德大陆南部的肉食性蜥蜴。出人意外的是该生物具有不错的智力。","栖息在伊尔萨巴德大陆南部的肉食性蜥蜴。属于常见于黑衣森林的盗龙的近亲。常常两只一组结伙进行狩猎，有着不符于外表的智力。为此常有人将其训练后用于战斗或骑行。","哎呀，真好！
不但可爱还真聪明！
　　　　　　——观众"
213,"骑上劳动十四号。
从帝国军第四军团手中俘获的古代兵器。我可是非常快！","帝国军第四军团从机工都市高古的遗迹发掘出来的被称为劳动型铁巨人的古代兵器。帝国军将其进行了改造加强了战斗力。像这样的机体全都改装了帝国样式。","“我可是 非常 厉害！”
       　——劳动八号"
214,"骑上王孔雀。
源自奥萨德次大陆的大型鸟，羽毛非常美丽。","孔雀是捕食毒虫的益鸟，加上其雄性的羽毛非常美丽，在近东至东方地区自古以来都被视作珍禽。王孔雀则是将源自奥萨德次大陆的孔雀用风水术改良后得到的大型品种。","我想像曾祖父一样，用
风水术给人们带去幸福！
　　　　　　　——旭峰"
215,"骑上水蛇大人的罐子。
明明是一个空罐子，可不知为何装不进东西。","明明是一个空罐子，当奏响了罐子中的魔笛后，就变得装不进东西了。就算再怎么调查，也得不到答案。水蛇大人就是如此神秘。","就让某等一起
追随水蛇大人的脚步吧！
　　——其嗒卢利·那嗵栌"
216,"骑上无齿翼龙。
维持着自古以来的形象的甲鳞纲生物。","在云冠群岛捕获的甲鳞纲生物。依靠着吃投弃在恩惠号的兽骨和剩饭为生，因此也慢慢变得亲近人类。如今，还会同意习惯了云海冒险者骑在自己背上。","圣龙大人一定是到云
海下面去了库啵。
　　　　　——莫古唐"
217,"骑上红宝石玲龙。
用充满了未知蛮神魔力的魔笛召唤出来的魔法生物。","用充满了疑似被红宝石神兵吸收的未知蛮神魔力的魔笛召唤出来的魔法生物。拥有类似甲壳的红色装甲。不知为何，好像有人将魔笛的知识共享给了所有召唤者。","她已经没了人形！
跟红宝石神兵的内核
完全融合了！
　　　　　　——西德"
218,"骑上弓鲛。
龙卷鲨的近亲，可以操控风属性以太飞在空中。","龙卷鲨的近亲，腹部的操魔器官可以操控风属性以太使自己飞在空中，以捕食云海的鱼和鸟。头部的四片鱼鳍可以改变风的流向，同时就能改变自身飞行的方向了。","这、这是云海鱼吧，
看上去可真美味啊！
　　　——维伊·亚福"
219,"骑上拉姆。
对伊甸生成的小结晶注入魔力后召唤出来的魔法生物。","构想请神副产物的小结晶，注入魔力后会召唤出魔法生物。召唤拉姆时残留的雷属性以太，在召唤希瓦时被排出，瞬间形成了小结晶。正因如此，才会是拉姆的外形吧。","我名拉姆……就由我来
测试你们到底是否有资
格开拓崭新的世界……
　　　　　　　——拉姆"
220,"骑上红电气宝石兽。
解开红电气石奥秘的魔纹所孕育出的用于骑乘的魔法生物。","自称天才秘术师的乌兰创造出的用于骑乘的魔法生物，运用了培育大型宝石兽“钻石”所积累的知识。由于宝石兽的核心使用了大颗的红电气石，所以即使不是秘术师也可以将其召唤出来。","又让宝石兽给逃了……
　　　　　　——塔塔露"
221,"","",""
222,"乘坐陆行鸟篷车。
由陆行鸟牵引的浮空篷车。","由陆行鸟牵引的浮空篷车。大约在100年前，人们确立了借由填充青磷气体的气球，从而使货台浮空的技术。该技术的灵感来自黑衣森林的鸟人族所发明的装甲气球。","没想到陆行鸟篷车
坐着比马车还舒服！
　　　　 ——阳山"
223,"乘坐矮人战车。
由沃茨之锤开发的车轮式装甲战车。","集结了沃茨之锤的最新技术，制造出了传说中的铁匠沃茨所设想的装甲战车。主体运用了矮人酒精式9缸星形引擎，并装配有用于对付食罪灵的可旋转魔装炮以及机械臂。","嘿嘿嘿！
老长老们，怎么样！
我们是在认真做战车的！
　　　　　 ——罗尼图"
224,"乘坐加百列α。
新型飞行魔导装甲“加百列”的缩小版实验机。","在开发新型飞行魔导装甲“加百列”的开发途中制造的缩小版实验机。据推测开发技术组在建造全尺寸的试作品前，曾用该机体验证空气阻力等特性。","看来您的内心
比您表面上看起来
要复杂得多啊。
　　　 ——夕雾"
225,"骑上硕山羊。
长有仿佛弯刀一样弯曲大角的食草动物。","长有仿佛弯刀一样弯曲大角的食草动物。原本栖息于北阿巴拉提亚山脉区域，在灵灾后迁移到了库尔札斯。是一种非常原始的古代种，据说某些极少的个体还觉醒了魔法的资质。","那座岛长角了呢。
——娜修·玛卡拉卡"
226,"骑上光之玲龙。
利用充填了英雄以太的魔笛召唤出的魔法生物。","利用充填了英雄以太的魔笛召唤出的魔法生物。据说在某个世界曾经的英雄为了打倒邪恶而在冒险途中可能将这样的生物作为了伙伴。可真相永远藏在光芒之中。","啊啊，如此庄严的光景……
        　——异国的诗人"
227,"","",""
228,"坐上地缚猫沙发。
以妖怪地缚猫的形象设计的不可思议的椅子。","以妖怪地缚猫的形象设计的不可思议的椅子。虽然是以地缚猫为原型，不过不知为何能够飞起来。据说坐上去的感觉超棒，不管是人类还是妖怪，只要坐上去都会变得懒洋洋的。","喵喵……
呼噜呼噜呼噜……
　　　 ——风筝猫"
229,"乘坐改良型魔导运输器。
由魔导院开发的次世代运输平台。","由加雷马帝国魔导院开发的次世代运输平台。重新审视内部构造后改善了维护的便捷性。此外还精简了整体大约8%的重量，青磷水的燃烧效率也得到了进一步的提高。","哈哈哈……实验成功！
——奥卢斯·玛尔·亚希纳"
230,"骑上艾尔·图。
对制作产生了兴趣的龙族，其形态十分罕见。","对制作产生了兴趣的龙族。最初还是体型小巧的幼龙，最终完成了进化。为了适应工匠的工作需要，前肢的形状发生了变化，以便于使用工具。该形态的进化实属罕见。","哇，好厉害！
不愧是艾尔·图！
　　 ——奥迪隆"
231,"骑上英西塔土斯。
受到某位女商人祝福的妖马，据说能懂人话。","受到了商人“罗薇娜”的祝福，过着非常奢侈生活的妖马。十分聪明并且被认为能听懂人话，还时不常地会竖起耳朵听库洛·阿里亚珀讲故事。据说不知何时起，它被冒险者的故事所吸引，决定要成为冒险者的跟班。","冒险者的故事
还远远没有结束呢！
　——莉娜·缪里拉"
232,"骑上雪人。
在星芒节制作的雪人。在永久冰晶的作用下不会融化。","星芒节时期制作的雪人。在基拉巴尼亚地区，为了祈求寒冷与白雪能够带来恩惠，人们有使用初雪制作雪人的传统，这种文化后被星芒节吸收。这个雪人是用流传于格里达尼亚的幻术知识制作的。","她说想堆一个大大的雪人。
　　　　　　　　——冒险者"
233,"乘坐真月魔导鲸。
有着鲸鱼形状船体的魔导船。可供8人乘坐。","加隆德炼铁厂开发的魔导船。据说其鲸鱼一样的独特形状是模仿了在密西迪亚传说中登场的船只。包括驾驶员在内，可供8人乘坐，拥有超强的运载能力。","遥远的往昔，巨型鲸鱼
从月球降临至此地……
如今，它沉眠于龙的体内。
　　　　——密西迪亚的传说"
234,"骑上伊甸。
由伊甸内部回收的水晶所诞生的物体。","将魔力灌入从伊甸内部回收的水晶后，诞生出了该物体。虽然有着与伊甸本体相似的外表，不过这并不是食罪灵，当然也没有引发光之泛滥的危险。可能是像使魔一样的东西。","世界终焉之地、空无大地
与最初的食罪灵伊甸。
　　　　　　　　——盖娅"
235,"骑上刻耳柏洛斯。
有着三个头的魔兽型妖异，被亚拉戈的技术所控制着。","被封印在第三星历时代遗迹的魔兽型妖异。原本就连高位的妖异都很难将其驯服，可经过亚拉戈制造的装置，如今已经被完全控制住了。","好可爱的狗狗！
——娜修·玛卡拉卡"
236,"骑上大壳蟹。
过度成长的壳蟹。每天都会为你干活。","某个贪心的卢恩族想要饱餐一顿，于是给予了壳蟹过量的食饵，可由于日久生情，最终还是没有吃掉它。其结果就是壳蟹被养得变大了很多，并学会了为人类干活。","好了……吃也吃饱了，
也该带你去
你的目的地了……
　　　　　　——卡萨德"
237,"","",""
238,"骑上绿宝石玲龙。
用充满了未知蛮神魔力的魔笛召唤出来的魔法生物。","用充满了疑似被绿宝石神兵吸收的未知蛮神魔力的魔笛召唤出来的魔法生物。拥有流线型的翠玉色装甲。不知为何，好像有人将魔笛的知识共享给了所有召唤者。","以伟大魔法文明为豪的隆
卡将翡翠视为魔力的象征，
有着重要的意义。
　　　　　　　　　——琪梅"
239,"搭乘原型魔导机车大魔。
使用了人造肌肉的新型魔导兵器。","哥布林族的技师将从基拉巴尼亚回收的帝国制魔导兵器的残骸进行修理改良后制造出的试验车辆。听说由于太过追求行驶速度，导致其拥有了自我意识。如果真是这样的话还挺可怕的。","请你去玛托雅的洞穴
向她传达 哥布们
的不满哥布！
　　　——斯洛菲克斯"
240,"骑上巧克力小妖。
成长到惊人体型的叶小妖。散发着淡淡的香味。","成长到惊人体型的叶小妖。为了给各个城市送去美味的巧克力，今天它也在打起精神四处奔波。浑身散发着淡淡的甜香味，只是遇见便会有种幸福的心情。","这香味……
难道是巧克力？！
　　　——卡尔瓦兰"
241,"乘坐加百列III号机。
运用加百列实验机的缩小框架制造的机体。","运用了先行交货的加百列实验机的缩小版框架，经第四军团之手独自建造的机体。内部框架使用了会对驾驶员的魔力产生反应的素材，因此会发出亮光，但其详细原理仍然不明。","它用自己的生命点燃
如太阳般耀眼的金色火焰。
　　　　　　——异国的诗人"
242,"骑上雌羚羊。
以动作迅捷而出名的食草动物。雌性拥有略带蓝色的皮毛。","主要栖息于草原地带的食草动物。在第七灵灾之前曾有众多的个体生活在山岳地区库尔札斯。人们为了获得羊肉和羊奶，不断尝试将其驯服作为家畜，可因为该生物性情多变，所以负责骑乘训练的人必须要有十足的耐心。","我的4个孩子都正在长身体
的年龄，每天都只能吃羚羊
那硬邦邦的肉也太可怜了。
　　　　　　　——伊萨穆瓦"
243,"骑上雄羚羊。
以动作迅捷而出名的食草动物。雄性拥有一对锐利的尖角。","主要栖息于草原地带的食草动物。由于动作迅捷，自古便被阿巴拉提亚的山岳人民当做坐骑。近几年随着古代魔法术式的普及，魔力充沛的骑手甚至能够使其翱翔于空。","幼年雄羚羊突然
发狂似地成群袭来！
　　——马克西米卢瓦"
244,"","",""
245,"骑上黑钢机龙连达巴非。
传说中拥有钢铁之翼的机械龙。","传说中拥有钢铁之翼的机械龙。被认为是古代亚拉戈帝国为了对抗龙族而开发出的一种机械兵器，外观神圣且庄严。据说只有真正的英雄，才能骑到它的背上。","哇，你已经惩罚过他们了！
你比蝾螈还快啊！
　　　　　　　　——仙子族"
246,"乘坐王冠号。
利用飞空石的力量浮空的空中摩托。可以供双人搭乘。","作为支援物资，芙兰为博兹雅义军带来的空中摩托。其飞行的动力源与浮岛的浮力源相同，都是一种被称作飞空石的水晶。该摩托的原名在古代伊瓦利斯语中意味为“王冠”，为方便大众称呼，改名为了王冠号。","我的名字是芙兰！
　　　　　——芙兰"
247,"乘坐巡航驱逐者。
青蓝之手开发的可变形士兵。能从人型变成飞空艇型。","将青蓝之手开发的可变形士兵进行调整后，改造成了可供骑乘的机体。能从人型的枪手形态变形成飞空艇型的射击形态。据说因其外形设计细心考究，所以加隆德炼铁厂模型师正打算将其模型化。","很好，
总算抓到他的尾巴了！
　　　　　——塞塞鲁卡"
248,"骑上建筑06S号。
地灵族制造的装甲巨兵。已经改良成有人驾驶型。","友善的地灵族一派为了与人进行交易而制造并贩卖的装甲巨兵。除了采用利姆萨·罗敏萨的红色主色调进行涂装以外，还将推力增强了30%。只不过这不代表可以以3倍的速度前进。","这里可真是个壮丽的城邦……
好多高大宏伟的建筑，
简直令人目不暇接……
　　　　　　　——阿尔达希尔"
249,"骑上钻石玲龙。
用充满了未知蛮神魔力的魔笛召唤出来的魔法生物。","用充满了疑似被钻石神兵吸收的未知蛮神魔力的魔笛召唤出来的魔法生物。据残存于维尔利特的数据来看，该蛮神的召唤者很可能来自科尔沃人组建的抵抗势力。","找我有什么事吗？
莫非是被我家美丽的
“钻石”迷住了？
　　　　　　——乌兰"
250,"骑上极地熊。
从北洋而来的白熊。性情温柔的大力士。","从北洋而来的白熊。为了寻求冰品的材料，出发前往了北洋岛屿的糕点师内可可在当地给它喂食了点心，结果被它喜欢上了。除此之外，它对努力帮忙想要成功举办红莲节的冒险者也抱有好感。","控制了甜味的甜品？
别开玩笑了。
　　　　——梅露可可"
251,"","",""
252,"搭乘巨鲶鱼金轿。
祭祀鲶鱼精的祖先巨鲶鱼大人的浮空前进式镀金神轿。","连续举办七年大鲶大祭需要庞大的资金支持，不过万幸的是，罗薇娜所著的«大商人论»中记载着解决问题的方法。想要大赚一笔的话，只要贩卖价值昂贵的商品就好了。那还有什么比附赠八位轿夫、全体镀金的神轿更完美的商品吗？","嘿哟！嘿哟！
这个华丽的东西
叫什么啊噗？
　　　——鲶鱼精"
253,"骑上金蛇大人的罐子。
明明是一个普通罐子，可不知为何散发着耀眼的光辉。","被人从隆卡遗迹盗挖出来之后，被卖到黑市的不可思议的罐子。只要吹响附赠的魔笛，这个罐子就会发出金色的光芒，同时里面还会填满东西。据说沐浴到金蛇大人神秘之光的人将会获得幸福。","水蛇大人是想说什么吗？
　　——茶咕卢利·柯呫栌"
254,"乘坐魔法幻卡。
最强雕金匠亲手制作的搭乘用幻卡。","艾欧泽亚最强的雕金匠戈德伯特·曼德维尔亲手制作的搭乘用幻卡。曼德维尔决定将这张亲手制作的幻卡赠与收集了众多幻卡并展现出对幻卡抱有真爱的人。此外在这位最强雕金匠的超绝技艺下，不知道为何这张幻卡居然会飞……","对了，
要不要玩点什么
打发一下时间？
　　　——伊奥拉"
255,"","",""
256,"","",""
257,"","",""
258,"","",""
259,"","",""
260,"","",""
261,"","",""
262,"","",""
263,"","",""
264,"","",""
265,"","",""
266,"","",""
267,"","",""
268,"","",""
269,"","",""
270,"","",""
271,"","",""
272,"","",""
273,"","",""
274,"","",""
275,"","",""
276,"","",""
277,"","",""
278,"","",""
279,"","",""
280,"","",""
281,"","",""
282,"","",""
283,"","",""
284,"","",""
285,"","",""
286,"","",""
287,"","",""
288,"","",""
289,"","",""
290,"","",""
291,"","",""
292,"","",""
293,"","",""
294,"","",""
295,"","",""
296,"","",""
297,"","",""
298,"","",""
299,"","",""
300,"","",""
