#,Name,Unknown8,Icon,ActionCategory,Unknown1,AnimationStart,VFX,AnimationEnd,ActionTimelineHit,Unknown2,ClassJob,BehaviourType,ClassJobLevel,IsRoleAction,Unknown28,Range,CanTargetSelf,CanTargetParty,CanTargetAlliance,CanTargetHostile,CanTargetAlly,Unknown10,TargetArea,CanTargetOwnPet,CanTargetPartyPet,DeadTargetBehaviour,RequiresLineOfSight,NeedToFaceTarget,CastType,EffectRange,XAxisModifier,Unknown14,PrimaryCostType,PrimaryCostValue,SecondaryCostType,SecondaryCostValue,ActionCombo,PreservesCombo,Cast100ms,ExtraCastTime100ms,Recast100ms,CooldownGroup,AdditionalCooldownGroup,MaxCharges,AttackType,Aspect,ActionProcStatus,Unknown4,StatusGainSelf,UnlockLink,ClassJobCategory,AutoAttackBehaviour,Unknown15,AffectsPosition,Omen,OmenAlt,IsPvP,Unknown16,LogCastMessage,Unknown18,LogMissMessage,LogActionMessage,Unknown21,Unknown22,Unknown23,EquivalenceGroup,CanUseWhileMounted,Unknown25,IsPlayerAction,Unknown27,Unknown_70
int32,str,bit&01,Image,ActionCategory,byte,ActionCastTimeline,ActionCastVFX,ActionTimeline,ActionTimeline,byte,ClassJob,byte,byte,bit&02,bit&04,sbyte,bit&08,bit&10,bit&20,bit&40,bit&80,bit&01,bit&02,bit&04,bit&08,sbyte,bit&10,bit&20,byte,byte,byte,bit&40,byte,uint16,byte,SecondaryCostType,Action,bit&80,uint16,byte,uint16,byte,byte,byte,AttackType,byte,ActionProcStatus,byte,Status,Row,ClassJobCategory,byte,bit&01,bit&02,Omen,Omen,bit&04,bit&08,bit&10,bit&20,bit&40,bit&80,bit&01,bit&02,bit&04,byte,bit&08,bit&10,bit&20,bit&40,byte
34167,"提尔锋",False,405,3,0,0,0,3208,1875,0,-1,0,0,False,False,100,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,0,0,0,0,0,2,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
34168,"爆炎",False,405,2,0,0,0,3211,3251,0,-1,0,0,False,False,100,False,False,False,True,False,False,False,False,False,0,False,False,2,5,0,True,0,0,0,0,0,False,0,0,0,0,0,0,5,1,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
34169,"金属利刃",False,405,3,0,0,0,3207,3247,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,3,30,0,True,0,0,0,0,0,False,0,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34170,"鬼神之爪",False,405,3,0,8,24,3209,1875,0,-1,0,0,False,False,100,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,30,0,0,0,0,0,3,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
34171,"波动炮",False,405,3,0,8,24,3210,3250,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,4,50,10,True,0,0,0,0,0,False,50,0,0,0,0,0,5,7,0,1,0,0,0,0,False,False,129,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
34172,"波动炮",False,405,3,0,8,24,3210,3250,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,4,50,10,True,0,0,0,0,0,False,50,0,0,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
34173,"冰炎之纹",False,405,4,0,8,24,3203,1875,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,30,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
34174,"飞翔",False,405,3,0,8,24,1378,1875,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,50,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
34175,"金属利刃",False,405,3,0,0,0,3201,3241,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,3,30,0,True,0,0,0,0,0,False,0,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34176,"焚身炎戟",False,405,3,0,0,0,5083,5084,0,-1,0,0,False,False,100,False,False,False,False,False,False,True,False,False,0,False,False,2,12,0,True,0,0,0,0,0,False,0,0,0,0,0,0,5,1,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
34177,"焚身炎戟",False,405,3,0,8,24,1378,1875,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,100,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
34178,"南极星",False,405,3,0,0,0,4482,4483,0,-1,0,0,False,False,100,True,False,False,False,False,False,False,False,False,0,False,False,2,2,0,True,0,0,0,0,0,False,0,0,0,0,0,0,5,1,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
34179,"北极星",False,405,3,0,0,0,5347,5348,0,-1,0,0,False,False,100,True,False,False,False,False,False,False,False,False,0,False,False,2,2,0,True,0,0,0,0,0,False,0,0,0,0,0,0,5,2,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
34180,"变见的诅咒",False,405,4,0,0,0,1378,5996,0,-1,0,0,False,False,100,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,0,0,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,False,False,False,False,False,False,False,0,False,False,False,False,0
34181,"变见咒珠之印",False,405,4,0,0,0,1378,5996,0,-1,0,0,False,False,100,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,0,0,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,False,False,False,False,False,False,False,0,False,False,False,False,0
34182,"苦痛锁链",False,405,3,0,0,0,1378,5996,0,-1,0,0,False,False,100,True,False,False,False,False,False,False,False,False,0,False,False,6,0,0,True,0,0,0,0,0,False,0,0,0,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,False,False,False,False,False,False,True,0,False,False,False,False,0
34183,"居合霞斩",False,405,3,0,10,24,3230,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,50,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,15,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34184,"居合霞斩",False,405,3,0,10,24,3231,5996,0,-1,70,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,50,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,15,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34185,"居合霞斩",False,405,3,0,10,24,3232,5996,0,-1,71,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,50,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,15,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34186,"居合霞斩",False,405,3,0,10,24,3233,5996,0,-1,72,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,50,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,15,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34187,"二段霞斩",False,405,3,0,7,24,3230,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,110,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,15,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34188,"二段霞斩",False,405,3,0,7,24,3231,5996,0,-1,70,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,110,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,15,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34189,"二段霞斩",False,405,3,0,7,24,3232,5996,0,-1,71,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,110,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,15,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34190,"二段霞斩",False,405,3,0,7,24,3233,5996,0,-1,72,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,110,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,15,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34191,"二段霞斩",False,405,3,0,7,24,3230,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,15,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,15,0,False,False,True,False,False,True,False,True,True,0,False,False,False,False,0
34192,"二段霞斩",False,405,3,0,7,24,3231,5996,0,-1,70,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,15,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,15,0,False,False,True,False,False,True,False,True,True,0,False,False,False,False,0
34193,"二段霞斩",False,405,3,0,7,24,3232,5996,0,-1,71,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,15,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,15,0,False,False,True,False,False,True,False,True,True,0,False,False,False,False,0
34194,"二段霞斩",False,405,3,0,7,24,3233,5996,0,-1,72,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,15,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,15,0,False,False,True,False,False,True,False,True,True,0,False,False,False,False,0
34195,"召唤阴兵",False,405,3,0,8,24,3234,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,30,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34196,"钢铁箭雨",False,405,3,0,118,0,11659,5996,0,-1,0,0,False,False,100,False,False,False,False,False,False,True,False,False,0,False,False,2,10,0,True,0,0,0,0,0,False,80,0,0,0,0,0,3,7,0,1,0,0,0,0,False,False,1,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34197,"突击命令",False,405,3,0,8,24,3234,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,55,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34198,"",False,405,3,0,8,0,1378,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,12,40,40,False,0,0,0,0,0,False,55,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,504,0,False,False,False,False,False,False,False,False,True,0,False,False,False,False,0
34199,"突击",False,405,3,0,8,0,1378,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,12,3,4,True,0,0,0,0,0,False,0,0,0,0,0,0,3,7,0,1,0,0,0,0,False,False,0,0,False,False,False,False,False,False,False,False,True,0,False,False,False,False,0
34200,"赤帝剑气",False,405,4,0,10,403,3235,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,6,0,True,0,0,0,0,0,False,50,0,0,0,0,0,5,1,0,1,0,0,0,0,False,False,1,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34201,"赤帝空闪刃",False,405,3,0,10,24,3236,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,24,6,0,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34202,"赤帝空闪刃",False,405,3,0,8,0,10876,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,12,60,10,True,0,0,0,0,0,False,30,0,0,0,0,0,5,1,0,1,0,0,0,0,False,False,2,0,False,False,False,False,False,False,False,False,True,0,False,False,False,False,0
34203,"爆炸",False,405,3,0,8,0,1378,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,12,60,30,True,0,0,0,0,0,False,100,0,0,0,0,0,5,1,0,1,0,0,0,0,False,False,2,0,False,False,False,False,False,True,False,False,True,0,False,False,False,False,0
34204,"青帝剑气",False,405,4,0,10,404,3237,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,10,40,0,True,0,0,0,0,0,False,50,0,0,0,0,0,5,6,0,1,0,0,0,0,False,False,328,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34205,"青帝空闪刃",False,405,3,0,10,24,10884,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,24,6,0,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34206,"青帝空闪刃",False,405,3,0,8,0,10877,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,12,60,10,True,0,0,0,0,0,False,30,0,0,0,0,0,5,6,0,1,0,0,0,0,False,False,2,0,False,False,False,False,False,False,False,False,True,0,False,False,False,False,0
34207,"水流",False,405,3,0,8,0,1378,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,12,60,10,True,0,0,0,0,0,False,80,0,0,0,0,0,5,6,0,1,0,0,0,0,False,False,179,0,False,False,False,False,False,True,False,False,True,0,False,False,False,False,0
34208,"水流",False,405,3,0,8,0,10691,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,12,60,5,True,0,0,0,0,0,False,10,0,0,0,0,0,5,6,0,1,0,0,0,0,False,False,2,0,False,False,False,False,False,True,False,False,True,0,False,False,False,False,0
34209,"召唤天狗",False,405,3,0,8,24,3234,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,30,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34210,"山神乐",False,405,3,0,8,24,3229,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,12,40,5,True,0,0,0,0,0,False,90,0,0,0,0,0,5,3,0,1,0,0,0,0,False,False,480,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34211,"妖气刃",False,405,3,0,8,24,3238,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,110,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34212,"妖气刃",False,405,2,0,8,0,6864,5996,0,-1,0,0,False,False,100,False,False,False,False,False,False,True,False,False,0,False,False,2,5,0,True,0,0,0,0,0,False,110,0,0,0,0,0,5,7,0,1,0,0,0,0,False,False,178,0,False,False,False,False,False,False,False,False,True,0,False,False,False,False,0
34213,"召唤怪火",False,405,3,0,8,24,3234,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,30,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34214,"怪火",False,405,2,0,8,0,8858,5996,0,-1,0,0,False,False,100,False,False,False,False,False,False,True,False,False,0,False,False,2,6,0,True,0,0,0,0,0,False,40,0,0,0,0,0,5,7,0,1,0,0,0,0,False,False,1,0,False,False,False,False,False,False,False,False,True,0,False,False,False,False,0
34215,"延烧",False,405,2,0,8,0,1378,5996,0,-1,0,0,False,False,100,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,0,0,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,False,False,False,False,False,False,True,0,False,False,False,False,0
34216,"无势架势",False,405,3,0,8,24,3238,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,30,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34217,"妖刀具现",False,405,3,0,8,0,4561,5996,0,-1,0,0,False,False,0,False,False,False,False,False,False,True,False,False,0,False,False,2,3,0,True,0,0,0,0,0,False,20,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,1,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34218,"血地裂",False,405,3,0,8,137,4573,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,12,40,5,True,0,0,0,0,0,False,50,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,2,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34219,"暗夜斩",False,405,3,0,8,24,3239,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,60,0,True,0,0,0,0,0,False,30,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34220,"横扫",False,405,3,0,8,24,4573,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,22,0,True,0,0,0,0,0,False,50,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,107,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34221,"剑气解放",False,405,3,0,8,24,10893,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,60,0,True,0,0,0,0,0,False,50,0,0,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34222,"横斩中段",False,405,3,0,8,24,10894,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,40,0,True,0,0,0,0,0,False,50,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34223,"",False,405,4,0,8,24,10895,5996,0,-1,8,0,False,False,100,False,False,False,False,False,False,True,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,False,False,False,False,False,False,True,0,False,False,False,False,0
34224,"三段霞斩",False,405,3,0,10,0,10885,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,120,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34225,"三段霞斩",False,405,3,0,10,0,10886,5996,0,-1,70,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,120,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34226,"三段霞斩",False,405,3,0,10,0,10887,5996,0,-1,71,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,120,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34227,"三段霞斩",False,405,3,0,10,0,10888,5996,0,-1,72,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,120,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34228,"三段霞斩",False,405,3,0,10,0,10885,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,10,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,True,True,0,False,False,False,False,0
34229,"三段霞斩",False,405,3,0,10,0,10886,5996,0,-1,70,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,10,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,True,True,0,False,False,False,False,0
34230,"三段霞斩",False,405,3,0,10,0,10887,5996,0,-1,71,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,10,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,True,True,0,False,False,False,False,0
34231,"三段霞斩",False,405,3,0,10,0,10888,5996,0,-1,72,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,10,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,True,True,0,False,False,False,False,0
34232,"刀魂炎花",False,405,2,0,8,0,6504,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,6,0,True,0,0,0,0,0,False,0,0,0,0,0,0,5,1,0,1,0,0,0,0,False,False,0,0,False,False,False,False,False,True,False,False,True,0,False,False,False,False,0
34233,"青帝水波",False,405,2,0,8,0,10878,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,10,40,0,True,0,0,0,0,0,False,0,0,0,0,0,0,5,6,0,1,0,0,0,0,False,False,0,0,False,False,False,False,False,True,False,False,True,0,False,False,False,False,0
34234,"三段霞斩",False,405,3,0,10,0,10889,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,120,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34235,"三段霞斩",False,405,3,0,10,0,10890,5996,0,-1,70,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,120,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34236,"三段霞斩",False,405,3,0,10,0,10891,5996,0,-1,71,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,120,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34237,"三段霞斩",False,405,3,0,10,0,10892,5996,0,-1,72,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,120,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34238,"三段霞斩",False,405,3,0,10,0,10889,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,10,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,True,True,0,False,False,False,False,0
34239,"三段霞斩",False,405,3,0,10,0,10890,5996,0,-1,70,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,10,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,True,True,0,False,False,False,False,0
34240,"三段霞斩",False,405,3,0,10,0,10891,5996,0,-1,71,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,10,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,True,True,0,False,False,False,False,0
34241,"三段霞斩",False,405,3,0,10,0,10892,5996,0,-1,72,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,10,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,True,True,0,False,False,False,False,0
34242,"迅步居合斩",False,405,3,0,10,24,1378,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,90,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,False,False,False,True,0,False,False,False,False,0
34243,"",False,405,4,0,7,24,3240,5996,0,-1,8,0,False,False,100,False,False,False,False,False,False,True,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,False,False,False,False,False,False,True,0,False,False,False,False,0
34244,"迅步居合斩",False,405,3,0,7,24,3230,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,10,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,15,0,False,False,False,False,False,True,False,True,True,0,False,False,False,False,0
34245,"迅步居合斩",False,405,3,0,7,24,3231,5996,0,-1,70,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,10,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,15,0,False,False,False,False,False,True,False,True,True,0,False,False,False,False,0
34246,"迅步居合斩",False,405,3,0,7,24,3233,5996,0,-1,72,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,10,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,15,0,False,False,False,False,False,True,False,True,True,0,False,False,False,False,0
34247,"召唤幻影",False,405,3,0,8,24,3234,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,30,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34248,"二段迅步居合斩",False,405,3,0,10,24,1378,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,120,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,False,False,False,True,0,False,False,False,False,0
34249,"",False,405,4,0,7,24,3240,5996,0,-1,8,0,False,False,100,False,False,False,False,False,False,True,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,False,False,False,False,False,False,True,0,False,False,False,False,0
34250,"幻影霞斩",False,405,3,0,7,24,10880,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,23,0,True,0,0,0,0,0,False,10,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,15,0,False,False,False,False,False,True,False,True,True,0,False,False,False,False,0
34251,"幻影霞斩",False,405,3,0,7,24,10881,5996,0,-1,70,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,23,0,True,0,0,0,0,0,False,10,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,15,0,False,False,False,False,False,True,False,True,True,0,False,False,False,False,0
