key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
1890,"天宫图","可以受到天宫图带来的治疗效果",213251,87,0,99,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,True,0,0,True,0,False,0,False,0,0,0,False,False,False,0
1891,"阳星天宫图","可以受到天宫图带来的治疗效果",213252,87,0,99,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,True,0,0,True,0,False,0,False,0,0,0,False,False,False,0
1892,"中间学派","发动治疗魔法的治疗量提高",213253,0,0,99,1,16,114,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
1893,"暴风之兆","被水属性以太侵蚀，倒计时结束时会发生暴风大海啸",215996,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,200,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
1894,"暗黑布道","减轻所受到的物理和魔法伤害",213122,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
1895,"蛊毒法","体力逐渐减少",212812,0,0,29,2,17,0,False,False,False,False,False,False,True,False,False,10,0,False,True,5,0,False,0,False,5,False,0,0,0,False,False,False,0
1896,"秘策","下一次发动的鼓舞激励之策、<If(Equal(PlayerParameter(68),28))><If(GreaterThanOrEqualTo(PlayerParameter(72),96))>意气轩昂之策<Else/>士气高扬之策</If><Else/>士气高扬之策</If>、不屈不挠之策、深谋远虑之策，无需消耗魔力或以太超流，并且必定暴击",212813,0,0,29,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1897,"原初的混沌","兽魂足够时，地毁人亡变为混沌旋风
习得狂魂后，裂石飞环变为狂魂",212560,0,0,22,1,16,0,False,False,False,False,False,False,False,False,False,0,2,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1898,"残暴弹","抵消一定伤害",213614,0,0,149,1,16,0,False,False,False,False,False,False,False,False,False,30,0,False,False,100,0,False,0,False,0,False,0,12,0,False,False,False,0
1899,"感电","雷属性持续伤害，体力逐渐流失",215528,0,0,1,2,17,0,False,False,False,False,False,False,False,True,True,10,0,False,True,100,0,False,0,False,5,False,0,0,0,False,False,False,0
1900,"守护之翼","产生减轻伤害的防护区域",212512,0,0,1,1,16,0,True,False,True,False,False,False,False,False,False,0,0,False,False,100,4,True,0,False,0,False,0,27,0,False,False,False,0
1901,"守护之翼","减轻所受到的伤害",212513,0,0,20,1,16,0,False,False,False,False,False,False,False,False,True,0,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
1902,"赎罪剑预备","可以发动赎罪剑",212522,153,0,20,1,16,0,False,False,False,False,False,False,False,False,False,0,2,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1903,"幻影","影子形成的幻象",215980,0,0,1,1,16,69,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1904,"光之解放","释放自身积累的光之力，与暗之力形成抗衡。攻击伤害和体力恢复量增加",215987,0,0,1,1,16,117,False,False,False,False,False,False,False,True,True,200,0,False,False,20,0,True,0,False,0,False,0,0,0,False,False,False,0
1905,"身着魔装","将羽蛇作为魔装穿着，战斗能力得到大幅强化",215992,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,0,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
1906,"完美隐形","绞锁自身命脉，完全切断气息。对自身附加“命脉负荷”状态",216402,0,0,1,1,16,116,False,False,False,False,False,False,False,True,False,0,0,False,False,0,19,True,0,False,0,True,0,24,0,False,False,False,0
1907,"身体高负荷","身体陷入高负荷状态，暂时无法做出任何行动",216404,0,0,1,2,17,0,True,False,True,False,False,False,False,False,False,100,0,False,False,0,4,False,0,False,0,False,0,0,0,False,False,False,0
1908,"拘束","无法做出任何行动",215534,0,0,1,2,3,0,True,False,True,True,False,False,False,False,True,100,0,False,False,0,0,False,0,False,0,False,2,0,0,False,False,False,0
1909,"扩大技能效果范围","发动的技能效果范围比以往要大",217981,0,16,1,1,16,0,False,False,False,False,False,False,False,False,False,50,0,False,False,0,0,False,0,False,0,False,0,33,0,False,False,False,0
1910,"巨龙右眼","攻击所造成的伤害提高并且无视自身技能的方向要求",212581,82,0,1,1,16,0,False,False,False,False,False,False,False,False,False,100,0,False,False,10,0,True,0,False,0,False,0,0,0,False,False,False,0
1911,"庇护所","产生能够令范围内队员恢复体力的区域",212629,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,50,0,True,0,False,0,False,0,0,0,False,False,False,0
1912,"庇护所","自身所受的治疗效果提高",212636,0,0,1,1,16,0,False,False,False,False,False,False,False,False,True,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
1913,"沃斯里的祝福","接受沃斯里大王的祝福，有所强化",215962,89,0,1,1,16,112,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1914,"开膛枪","攻击所造成的伤害提高",212576,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
1915,"发动技能待命I","召唤兽接到了发动技能的指示",219701,0,2,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,True,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1916,"元素之美名","元素之印记效果提高",211501,21,0,1,1,16,0,False,False,False,False,False,False,False,True,False,0,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
1917,"炽天的幕帘","抵消一定伤害",212848,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,30,0,False,False,100,0,False,0,False,0,False,0,12,0,False,False,False,0
1918,"激励","抵消一定伤害",212814,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,30,0,False,False,125,0,False,0,False,0,False,0,12,0,False,False,False,0
1919,"伤害提高","攻击所造成的伤害提高",215519,89,0,1,1,16,0,False,False,False,False,True,False,False,True,True,200,0,False,False,30,26,False,0,False,0,False,0,0,0,False,False,False,0
1920,"中间学派（日）","体力会随时间逐渐恢复",213254,0,0,99,1,16,0,False,False,False,False,False,False,False,False,False,5,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
1921,"中间学派","抵消一定伤害",213255,0,0,99,1,16,0,False,False,False,False,False,False,False,False,False,30,0,False,False,100,0,False,0,False,0,False,0,12,0,False,False,False,0
1922,"沃斯里的祝福","接受沃斯里大王的祝福，有所强化",215962,89,0,1,1,16,115,False,False,False,False,True,False,False,True,True,0,0,False,False,25,26,False,0,False,0,False,0,0,0,False,False,False,0
1923,"沃斯里的祝福","接受沃斯里大王的祝福，有所强化",215962,89,0,1,1,16,115,False,False,False,False,True,False,False,True,True,0,0,False,False,42,26,False,0,False,0,False,0,0,0,False,False,False,0
1924,"沃斯里的祝福","接受沃斯里大王的祝福，有所强化",215962,89,0,1,1,16,115,False,False,False,False,True,False,False,True,True,0,0,False,False,67,26,False,0,False,0,False,0,0,0,False,False,False,0
1925,"沃斯里的祝福","接受沃斯里大王的祝福，有所强化",215962,89,0,1,1,16,115,False,False,False,False,False,False,False,True,True,0,0,False,False,20,0,False,0,False,0,False,0,0,0,False,False,False,0
1926,"袖内抽卡","使用出卡、小奥秘卡或将奥秘卡废弃后会立即抽取一张奥秘卡",219561,0,2,99,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,27,False,0,False,0,False,0,0,0,False,False,False,0
1927,"信赖之盾","自身仇恨提高",212506,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,500,0,True,0,False,0,False,0,0,0,False,False,False,0
1928,"雷皮","带有雷电之力，防御力增强",215021,40,0,1,1,16,0,False,False,False,False,False,False,False,True,True,1,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
1929,"光之大解放","释放自身积累的光之力，与暗之力形成抗衡",215988,0,0,1,1,16,117,True,False,True,True,False,False,False,True,False,200,0,False,False,20,0,True,0,False,0,False,0,0,0,False,False,False,0
1930,"","",0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1931,"灵魂之青","减轻所受到的伤害",216306,112,0,149,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,-50,0,False,0,False,0,False,0,41,0,False,False,False,0
1932,"军神的加护","自动攻击间隔缩短，同时战技与魔法的咏唱及复唱时间也会缩短",212619,34,0,24,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,-15,0,False,0,False,0,False,0,0,0,False,False,False,0
1933,"军神的契约","发动贤者的叙事谣、军神的赞美歌、放浪神的小步舞曲时会附加“军神的加护”状态",212620,34,0,24,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1934,"行吟","减轻所受到的伤害",212615,88,0,24,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
1935,"湿透","浑身湿透，移动速度降低",215995,0,0,1,2,17,39,False,False,False,False,False,False,False,False,False,250,0,False,False,0,1,False,0,False,0,False,0,0,0,False,False,False,0
1936,"防护障壁","抵消一定伤害",212703,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,30,0,False,False,100,0,False,0,False,0,False,0,12,0,False,False,False,0
1937,"过场剧情中","正处于过场剧情中",215765,0,0,1,1,0,27,False,False,True,True,False,False,False,True,True,100,0,False,False,0,4,True,0,False,0,False,0,0,0,False,False,False,0
1938,"冲刺","移动速度提高",210101,41,0,1,1,0,0,False,False,False,False,False,False,False,True,True,1,0,False,False,0,18,False,0,False,0,False,0,6,0,False,False,False,0
1939,"妖灵的诱惑","受到妖灵迷惑，身体不听使唤了",215002,3,0,1,2,4,6,False,False,False,False,False,False,False,False,False,100,0,False,False,0,1,False,0,False,0,False,0,0,0,False,False,False,0
1940,"体温下降","因体温降低，体力逐渐流失",215525,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,100,0,False,False,10,0,False,0,False,5,False,0,0,0,False,False,False,0
1941,"隆卡咒毒","受到隆卡咒毒的影响，体力逐渐减少",215007,0,0,1,2,1,0,False,False,False,False,False,False,False,False,False,100,0,False,False,1700,0,False,0,False,5,False,0,0,0,False,False,False,0
1942,"侦察中","正在侦察。进入战斗状态的话，侦察受到阻碍，停留在原地。非战斗状态维持一段时间后侦察结束，状态解除，得以撤退",215994,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1943,"武装卫护","产生减轻伤害的防护区域",212512,0,0,1,1,16,0,True,False,True,False,False,False,False,True,False,0,0,False,False,100,4,True,0,False,0,False,0,27,0,False,False,False,0
1944,"野战治疗阵","减轻范围内队员所受伤害，产生能够恢复体力的区域",212802,0,0,29,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,50,0,True,0,False,0,False,0,0,0,False,False,False,0
1945,"无法骑乘坐骑","无法骑乘坐骑与使用时尚配饰",216232,0,0,1,1,0,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,True,0,False,0,False,0,47,0,False,False,False,0
1946,"野火","对敌人附加了“野火”",213019,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,50,0,False,True,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1947,"睡眠","陷入沉睡，无法做出任何行动",215013,1,0,1,2,2,3,True,False,False,False,False,False,False,True,False,100,0,False,False,0,0,False,0,False,0,False,0,3,0,False,False,False,0
1948,"魔法伤害降低","魔法攻击所造成的伤害降低",215055,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
1949,"强风之兆","被水属性以太侵蚀，倒计时结束时会发生强风大海啸
此状态可在受到特定技能时解除",215965,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,200,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
1950,"击倒","被击倒在地，无法移动或发动技能",215044,0,0,1,2,3,0,True,False,True,False,False,False,False,False,True,100,0,False,False,0,4,False,0,False,0,False,0,0,0,False,False,False,0
1951,"策动","减轻所受到的伤害",213021,88,0,96,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
1952,"隐遁","隐遁自己的身形，移动速度降低",210607,97,0,1,1,16,0,False,False,False,False,False,False,False,True,True,100,0,False,False,0,1,False,0,False,0,True,0,0,0,False,False,False,0
1953,"击倒","被击倒在地，无法移动或发动技能",215044,0,0,1,2,0,0,True,False,True,False,False,False,False,True,True,100,0,True,False,0,4,False,0,False,0,False,0,0,0,False,False,False,0
1954,"分身之术","自身一发动战技就会立刻进行分身攻击",219681,0,5,92,1,16,0,False,False,False,False,False,False,False,False,False,0,2,False,False,0,27,False,0,False,0,False,0,0,0,False,False,False,0
1955,"断绝预备","可以发动断绝",212913,0,0,92,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1956,"绝脉隐形","暂时绞锁自身命脉，完全切断气息。对自身附加“命脉负荷”和“生命活动停滞”状态",216403,0,0,1,1,16,122,False,False,False,False,False,False,False,True,False,0,0,False,False,0,19,True,0,False,0,True,0,24,0,False,False,False,0
1957,"","",0,0,0,1,1,0,0,False,False,False,False,False,False,False,True,True,0,0,True,False,0,18,False,0,False,0,False,0,0,0,False,False,False,0
1958,"移动命令：前","被下达了移动命令，效果结束时会向前方移动",215774,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1959,"移动命令：后","被下达了移动命令，效果结束时会向后方移动",215775,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1960,"移动命令：左","被下达了移动命令，效果结束时会向左方移动",215776,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1961,"移动命令：右","被下达了移动命令，效果结束时会向右方移动",215777,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1962,"加速","自动攻击间隔缩短，同时战技与魔法的咏唱及复唱时间也会缩短",215008,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,-15,0,False,0,False,0,False,0,0,0,False,False,False,0
1963,"击倒","被击倒在地，无法移动或发动技能",215044,0,0,1,2,3,0,True,False,True,False,False,False,False,True,False,100,0,False,False,0,4,False,0,False,0,False,0,0,0,False,False,False,0
1964,"发动技能待命II","召唤兽接到了发动技能的指示",219711,0,2,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,True,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1965,"发动技能待命III","召唤兽接到了发动技能的指示",219721,0,2,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,True,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1966,"发动技能待命IV","召唤兽接到了发动技能的指示",219731,0,2,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,True,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1967,"睡眠耐性","因体力充沛，获得了睡眠耐性",214834,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,100,0,False,0,False,0,False,0,0,0,False,False,False,0
1968,"矮人头盔","被迫戴上了矮人头盔，获得了睡眠耐性",215990,0,0,1,2,17,0,False,False,False,False,False,False,False,True,True,0,0,False,False,100,0,False,0,False,0,False,0,0,0,False,False,False,0
1969,"矮人头盔","被迫戴上了矮人头盔，特定的治疗技能被封锁",215991,0,0,1,2,17,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1970,"死亡宣告","倒计时为0时会陷入无法战斗状态",215503,0,0,1,2,9,0,False,False,False,False,False,False,False,False,False,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1971,"魔元化","魔法攻击所造成的伤害提高",217491,0,6,112,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,10,27,False,0,False,0,False,0,0,0,False,False,False,0
1972,"血乱","不需要消耗暗血就可以发动血溅和寂灭，且命中时恢复自身魔力",217147,0,3,98,1,16,0,False,False,False,False,False,False,False,False,False,0,2,False,False,0,27,False,0,False,0,False,0,0,0,False,False,False,0
1973,"雷属性耐性大幅降低","对抗雷属性的耐性有显著降低",215597,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,200,0,False,False,-12,0,False,0,False,0,False,0,0,0,False,False,False,0
1974,"复乐园","自身魔力上升",215997,0,0,1,1,16,129,False,False,False,False,False,False,False,True,True,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1975,"巨大化","身体巨大化",219541,69,3,1,1,16,0,False,False,False,False,True,False,False,False,False,199,0,False,False,20,26,False,0,False,0,False,0,0,0,False,False,False,0
1976,"最大化","身体最大化",215971,69,0,1,1,16,0,False,False,False,False,True,False,False,False,False,200,0,False,False,100,26,False,0,False,0,False,0,0,0,False,False,False,0
1977,"全力挥打","受到攻击的伤害增加",214866,0,0,121,2,17,0,False,False,False,False,False,False,False,False,False,0,0,False,False,20,0,True,0,False,0,False,0,0,0,False,False,False,0
1978,"铁壁","受到攻击的伤害减少，自身所受体力恢复效果提高",210152,0,0,121,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,-10,0,True,0,False,0,False,0,0,0,False,False,False,0
1979,"アルティメイタム","受けるダメージが増加する状態。",214846,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,0,0,False,False,20,0,True,0,False,0,False,0,0,0,False,False,False,0
1980,"アルティメイタム[被]","与ダメージが低下した状態。",214847,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,0,0,False,False,-20,0,True,0,False,0,False,0,0,0,False,False,False,0
1981,"舍身","攻击所造成的伤害提高，受到攻击的伤害也会增加",210304,0,0,122,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,20,0,True,0,False,0,False,0,0,0,False,False,False,0
1982,"浴血","物理攻击附带吸收体力的效果",213913,0,0,122,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,50,0,True,0,False,0,False,0,0,0,False,False,False,0
1983,"隔离罩","不受眩晕、睡眠、止步、加重、沉默、击退、吸引的效果影响",214867,0,0,122,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
1984,"亲疏自行","受到攻击的伤害减少，并且可以防御下次的眩晕、睡眠、止步、加重、减速、沉默、击退、吸引的效果",213915,0,0,123,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,-20,0,True,0,False,0,False,0,0,0,False,False,False,0
1985,"速行","移动速度提高",213908,41,0,123,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,True,0,False,0,False,0,6,0,False,False,False,0
1986,"幻影弹","受到攻击的伤害增加",214868,0,0,124,2,17,0,False,False,False,False,False,False,False,False,False,0,0,False,False,20,0,True,0,False,0,False,0,0,0,False,False,False,0
1987,"即刻咏唱","下次咏唱的魔法没有任何咏唱时间",210454,0,0,124,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
1988,"昏乱","攻击所造成的伤害降低",213917,0,0,124,2,17,0,False,False,False,False,False,False,False,False,False,0,0,False,False,-25,0,True,0,False,0,False,0,0,0,False,False,False,0
1989,"魔罩","抵消一定伤害",210456,0,0,124,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,100,0,True,0,False,0,False,0,12,0,False,False,False,0
1990,"平衡","受到的伤害大幅降低的同时无法行动",214816,0,0,125,1,16,0,True,False,True,False,False,False,False,False,False,0,0,False,False,-99,0,True,0,False,0,False,0,0,0,False,False,False,0
1991,"忠义之剑","攻击所造成的伤害提高",212505,0,0,20,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,20,0,True,0,False,0,False,0,0,0,False,False,False,0
1992,"混沌旋风预备","可以发动混沌旋风",214718,0,0,22,1,16,0,False,False,False,False,False,False,False,False,False,0,2,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
1993,"摆脱","抵消一定伤害",212557,0,0,22,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,True,0,False,0,False,0,12,0,False,False,False,0
1994,"ブラッドスピラー","自身に対するＨＰ回復効果が低下した状態。",214850,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,0,0,False,False,-20,0,True,0,False,0,False,0,0,0,False,False,False,0
1995,"クワイタス","自身に対するＨＰ回復効果が低下した状態。",214851,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,0,0,False,False,-20,0,True,0,False,0,False,0,0,0,False,False,False,0
1996,"血乱","不消耗暗血",213121,0,0,98,1,16,0,False,False,False,False,False,False,False,False,False,0,2,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
1997,"残暴弹","抵消一定伤害",213614,0,0,149,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,True,0,False,0,False,0,12,0,False,False,False,0
1998,"バーストストライク","受けるダメージが増加する状態。",214852,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,True,0,False,0,False,0,0,0,False,False,False,0
1999,"フェイテッドサークル","受けるダメージが増加する状態。",214853,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,True,0,False,0,False,0,0,0,False,False,False,0
2000,"光之心","受到攻击的伤害减少",213609,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,-10,0,True,0,False,0,False,0,0,0,False,False,False,0
2001,"無敵","すべての攻撃に対してＨＰが1より減ることがない状態。",213606,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,20,0,True,0,False,0,False,0,31,0,False,False,False,0
2002,"撕喉预备","可以发动撕喉",213611,43,0,149,1,16,0,False,False,False,False,False,False,False,False,False,0,2,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
2003,"裂膛预备","可以发动裂膛",213612,43,0,149,1,16,0,False,False,False,False,False,False,False,False,False,0,2,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
2004,"穿目预备","可以发动穿目",213613,43,0,149,1,16,0,False,False,False,False,False,False,False,False,False,0,2,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
2005,"红莲体势","攻击所造成的伤害提高",210202,0,0,21,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,True,0,False,0,False,0,0,0,False,False,False,0
2006,"金刚体势","减轻所受到的伤害",210203,0,0,21,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,-10,0,True,0,False,0,False,0,0,0,False,False,False,0
2007,"疾风神髓","移动速度提高",212537,0,0,21,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,18,True,0,False,0,False,0,6,0,False,False,False,0
2008,"金刚极意","受到攻击的伤害减少",212527,0,0,21,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,-10,0,True,0,False,0,False,0,0,0,False,False,False,0
2009,"战歌","攻击所造成的伤害提高",212613,0,0,24,1,16,0,False,False,False,False,False,False,False,False,True,0,0,False,False,5,0,True,0,False,0,False,0,0,0,False,False,False,0
2010,"分身之术","自身发动战技后分身会跟着进行攻击",219681,0,5,92,1,16,0,False,False,False,False,False,False,False,False,False,0,2,False,False,0,27,True,0,False,0,False,0,0,0,False,False,False,0
2011,"残影","抵消一定伤害",210605,0,0,92,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,100,0,True,0,False,0,False,0,12,0,False,False,False,0
2012,"短兵相接","抵消一定伤害",214882,0,0,112,1,17,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,True,0,False,0,False,0,12,0,False,False,False,0
2013,"移转","自身发动的下一个魔法造成的伤害提高",214883,0,0,112,1,17,0,False,False,False,False,False,False,False,False,False,0,0,False,False,20,0,True,0,False,0,False,0,0,0,False,False,False,0
2014,"攻其不备","受到攻击的伤害增加",214857,0,0,92,2,17,0,False,False,False,False,False,False,False,False,False,0,0,False,False,-20,0,True,0,False,0,False,0,0,0,False,False,False,0
2015,"赎罪剑预备","可以发动赎罪剑",212522,153,0,20,1,16,0,False,False,False,False,False,False,False,False,False,0,2,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
2016,"ホーリースピリット効果アップ","次に実行するホーリースピリットの威力が上昇する状態。",212521,0,0,20,1,16,0,False,False,False,False,False,False,False,False,False,0,2,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
2017,"后跃射击","战技造成的伤害提高",214858,0,0,24,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,True,0,False,0,False,0,0,0,False,False,False,0
2018,"野火","对敌人附加了野火",213019,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
2019,"毒菌冲击","体力逐渐减少",213020,0,0,96,2,17,0,False,False,False,False,False,False,False,False,False,0,0,False,True,100,0,True,0,False,2,False,0,0,0,False,False,False,0
2020,"干预","减轻所受到的伤害",212511,0,0,20,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,-10,0,True,0,False,0,False,0,0,0,False,False,False,0
2021,"扇舞·急预备","可以发动扇舞·急",213707,0,0,150,1,16,0,False,False,False,False,False,False,False,False,False,0,2,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
2022,"剑舞","攻击所造成的伤害提高",214859,0,0,150,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,15,0,True,0,False,0,False,0,0,0,False,False,False,0
2023,"标准舞步","进入了跳舞模式。无法发动舞步技能和标准舞步结束、前冲步、伤头、疾跑、军用恢复药、额外技能以外的技能",213705,0,0,150,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
2024,"标准舞步结束","战技与魔法的咏唱及复唱时间缩短",213708,0,0,150,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,-10,0,True,0,False,0,False,0,5,0,False,False,False,0
2025,"伶俐","附加此效果的舞者或被指定为舞伴的队员发动战技或魔法攻击命中时，舞者获得伶俐",213710,73,0,150,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,True,0,0,True,0,False,0,False,0,5,0,False,False,False,0
2026,"闭式舞姿","使用部分技能时，对指定队员发动追加效果",213712,0,0,150,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
2027,"舞伴","附加此效果的舞者发动了特定技能时，会对自身发动追加效果",213713,0,0,150,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,True,0,0,True,0,False,0,False,0,0,0,False,False,False,0
2028,"三連魔","魔法が詠唱時間無しで唱えられる状態。",212658,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,3,0,True,0,False,0,False,0,0,0,False,False,False,0
2029,"灵泉之炎","受到持续伤害",212731,0,0,28,2,17,0,False,False,False,False,False,False,False,False,False,0,0,False,True,100,0,True,0,False,5,False,0,0,0,False,False,False,0
2030,"不死鸟之翼","体力会随时间逐渐恢复",212732,0,0,28,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,100,0,True,0,False,0,False,0,0,0,False,False,False,0
