key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
128,"基地综合设施扩建工程　联合工程准备中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请为联合工程的开工做好准备！","基地综合设施扩建工程　联合工程准备中","大幅扩建玻璃匠基地的联合工程举办时间确定啦！
到时候请务必要来帮忙呀！","大幅扩建玻璃匠基地的联合工程举办时间确定啦！到时候一定要来帮忙呀！","查明威",19,False,168,35,0,241068,1451,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
129,"基地综合设施扩建工程　联合工程进行中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参与其中吧！","基地综合设施扩建工程　联合工程进行中","大幅扩建玻璃匠基地的联合工程正在进行中！
请一定要来帮忙呀！","大幅扩建玻璃匠基地的联合工程正在进行中！请一定要来帮忙呀！","查明威",19,False,168,35,0,241068,0,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
130,"玻璃匠基地：法恩娜观星镜　竣工
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>遐想漫天星空，自由度过当下的时光吧！","玻璃匠基地：法恩娜观星镜　竣工","玻璃匠基地扩建完毕啦！
这下法恩娜行星的基地也变得好气派啊，感谢大家的帮助！","玻璃匠基地扩建完毕啦！感谢大家的帮助！","查明威",20,False,168,36,0,241069,1486,126,19,6,1,3,4,5,6,7,0,0,0,0,0,0
131,"法恩娜行星探索计划　圆满完成
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>遐想漫天星空，自由度过当下的时光吧！","法恩娜行星探索计划　圆满完成","在大家的辛勤工作下，法恩娜行星上的所有设施都建设完毕啦！
目前正在寻找下一个要前往的星球，感谢大家迄今为止的努力！","在大家的辛勤工作下，法恩娜行星上的所有设施都建设完毕啦！太感谢各位啦！","查明威",20,False,168,37,0,241070,0,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
132,"居住舱安装工程支援行动　物资收集中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参加探索任务筹备物资吧！","居住舱安装工程支援行动　物资收集中","为在基地生活的各位建造居住舱，
支援大家工作的计划正在进行中！","我们将为在基地生活的各位建造居住舱，支援大家的工作！","查明威",0,False,170,1,0,241072,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
133,"居住舱安装工程支援行动　联合工程准备中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请在动工开始前前往集合地点！","居住舱安装工程支援行动　联合工程准备中","联合工程“居住舱安装工程支援行动”动工时间确定啦！
到时候请务必要来帮忙呀！","联合工程“居住舱安装工程支援行动”动工时间确定啦！到时候一定要来帮忙呀！","查明威",0,False,170,1,0,241072,1451,166,1,5,1,0,0,0,0,0,0,0,0,0,0,0
134,"居住舱安装工程支援行动　联合工程进行中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请前往大地基地北边积极参与其中吧！","居住舱安装工程支援行动　联合工程进行中","联合工程“居住舱安装工程支援行动”正在进行中！
请一定要来帮忙呀！","联合工程“居住舱安装工程支援行动”正在进行中！请一定要来帮忙呀！","查明威",0,False,170,2,0,241072,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
135,"居住舱　竣工
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>下一项工程尚在计划阶段，请先随意放松一下吧！","居住舱　竣工","为在基地生活的各位准备的居住舱竣工啦！
相信今后的探索和研究活动会更进一步……感谢大家的帮助！","为在基地生活的各位准备的居住舱竣工啦！感谢大家的帮助！","查明威",1,False,170,3,0,241073,1575,166,3,6,1,0,0,0,0,0,0,0,0,0,0,7
136,"第一次宇宙飞线铺设工程支援行动　物资收集中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参加探索任务筹备物资吧！","第一次宇宙飞线铺设工程支援行动　物资收集中","我们需要在中央平野建设宇宙飞线！
请积极参加探索任务帮忙筹备物资！","我们需要在中央平野建设宇宙飞线！一起筹备物资吧！","查明威",1,False,170,4,0,241074,0,166,4,5,1,0,0,0,0,0,0,0,0,0,0,0
137,"第一次宇宙飞线铺设工程　施工中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请静待宇宙飞线铺设完成！","第一次宇宙飞线铺设工程　施工中","正在为中央平野铺设宇宙飞线！
竣工之后整体环境将会变得更加便利，请再耐心等待一下！","正在为中央平野铺设宇宙飞线！请静待铺设完成！","查明威",1,False,170,4,0,241074,1452,166,5,5,1,0,0,0,0,0,0,0,0,0,0,0
138,"中央平野线　竣工
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>下一项工程尚在计划阶段，请先随意放松一下吧！","中央平野线　竣工","中央平野线竣工啦！
今后就能更方便前往远处调查了，感谢大家的帮助！","中央平野线竣工啦！感谢大家的帮助！","查明威",2,False,170,4,0,241075,1576,166,6,6,1,0,0,6,3,4,0,0,0,0,0,8
139,"能源设施建设工程支援行动　物资收集中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参加探索任务筹备物资吧！","能源设施建设工程支援行动　物资收集中","为了在基地确保必须的能量和水源
建设发电站和供水站的计划正在进行中！","我们需要建设发电站和供水站！一起筹备物资吧！","查明威",3,True,170,5,0,241076,0,166,7,5,1,0,0,6,3,4,0,0,0,0,0,0
140,"能源设施建设工程支援行动　联合工程准备中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请在动工开始前前往集合地点！","能源设施建设工程支援行动　联合工程（共2期第1期）准备中","联合工程“能源设施建设工程支援行动”动工时间确定啦！
到时候请务必要来帮忙呀！","联合工程“能源设施建设工程支援行动”动工时间确定啦！到时候一定要来帮忙呀！","查明威",3,False,170,5,0,241076,1451,166,8,5,1,0,0,6,3,4,0,0,0,0,0,0
141,"能源设施建设工程支援行动　联合工程进行中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请前往大地基地西边积极参与其中吧！","能源设施建设工程支援行动　联合工程（共2期第1期）进行中","联合工程“能源设施建设工程支援行动”正在进行中！
请一定要来帮忙呀！","联合工程“能源设施建设工程支援行动”正在进行中！请一定要来帮忙呀！","查明威",3,False,170,5,0,241076,0,0,0,0,1,0,0,6,3,4,0,0,0,0,0,0
142,"供水设施建设工程支援行动　联合工程准备中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请在动工开始前前往集合地点！","供水设施建设工程支援行动　联合工程（共2期第2期）准备中","发电站已建成！
接下来轮到供水站了，希望大家能继续来帮忙！","联合工程“供水设施建设工程支援行动”即将动工！请前往动工地点集合！","查明威",4,False,170,6,0,241077,1577,166,10,6,1,0,0,6,3,4,0,0,0,0,0,0
143,"供水设施建设工程支援行动　联合工程进行中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请前往大地基地西边积极参与其中吧！","供水设施建设工程支援行动　联合工程（共2期第2期）进行中","联合工程“供水设施建设工程支援行动”正在进行中！
请一定要来帮忙呀！","联合工程“供水设施建设工程支援行动”正在进行中！请一定要来帮忙呀！","查明威",4,False,170,6,0,241077,0,0,0,0,1,0,0,6,3,4,0,0,0,0,0,10
144,"能源设施和供水设施　竣工
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>下一项工程尚在计划阶段，请先随意放松一下吧！","发电站和供水站　竣工","发电站和供水站竣工啦！
还建有实验室，相信今后研究和开发工作会更进一步，感谢大家的帮助！","发电站和供水站竣工啦！感谢大家的帮助！","查明威",5,False,170,7,0,241078,1578,166,12,6,1,0,0,6,3,4,0,0,0,0,0,0
145,"重力控制器安装工程支援行动　物资准备中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参加探索任务筹备物资吧！","重力控制器安装工程支援行动　物资准备中","在锚山上安装重力控制器，对飘在周围的石头进行固定，
建成通往蓝裂幽陆的桥梁的计划正在进行中！","在锚山上安装重力控制器，建成通往蓝裂幽陆的桥梁吧！","查明威",6,True,170,8,0,241079,0,166,13,5,1,0,0,6,3,4,0,0,0,0,0,0
146,"重力控制器安装工程支援行动　联合工程准备中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请在动工开始前前往集合地点！","重力控制器安装工程支援行动　联合工程准备中","联合工程“重力控制器安装工程支援行动”动工时间确定啦！
到时候请务必要来帮忙呀！","联合工程“重力控制器安装工程支援行动”动工时间确定啦！到时候一定要来帮忙呀！","查明威",6,False,170,8,0,241079,1451,166,14,5,1,0,0,6,3,4,0,0,0,0,0,0
147,"重力控制器安装工程支援行动　联合工程进行中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请前往锚山积极参与其中吧！","重力控制器安装工程支援行动　联合工程进行中","联合工程“重力控制器安装工程支援行动”正在进行中！
请一定要来帮忙呀！","联合工程“重力控制器安装工程支援行动”正在进行中！请一定要来帮忙呀！","查明威",6,False,170,8,0,241079,0,0,0,0,1,0,0,6,3,4,0,0,0,0,0,0
148,"重力控制器　竣工
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>下一项工程尚在计划阶段，请先随意放松一下吧！","重力控制器　竣工","重力控制器安装完工啦！
终于可以开始对蓝裂幽陆的调查了，感谢大家的帮助！","重力控制器安装完工啦！感谢大家的帮助！","查明威",7,False,170,9,0,241080,1579,166,16,6,1,0,0,6,3,4,0,0,0,0,0,0
149,"第二次宇宙飞线铺设工程支援行动　物资收集中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参加探索任务筹备物资吧！","第二次宇宙飞线铺设工程支援行动　物资收集中","我们需要在蓝裂幽陆建设宇宙飞线！
请积极参加探索任务帮忙筹备物资！","我们需要在蓝裂幽陆建设宇宙飞线！一起筹备物资吧！","查明威",7,False,170,10,0,241081,0,166,17,5,1,0,0,6,3,4,0,0,0,0,0,0
150,"第二次宇宙飞线铺设工程支援行动　施工中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请静待宇宙飞线铺设完成！","第二次宇宙飞线铺设工程支援行动　施工中","正在为蓝裂幽陆铺设宇宙飞线！
竣工之后整体环境将会变得更加便利，请再耐心等待一下！","正在为蓝裂幽陆铺设宇宙飞线！请静待铺设完成！","查明威",7,False,170,10,0,241081,1452,166,18,5,1,0,0,6,3,4,0,0,0,0,0,0
151,"蓝裂幽陆线　竣工
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>下一项工程尚在计划阶段，请先随意放松一下吧！","蓝裂幽陆线　竣工","蓝裂幽陆线竣工啦！
今后就能更方便前往远处调查了，感谢大家的帮助！","蓝裂幽陆线竣工啦！感谢大家的帮助！","查明威",8,False,170,10,0,241082,1580,166,19,6,1,0,0,6,3,4,5,0,0,0,0,0
152,"大地基地重建工程　物资准备中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参加探索任务筹备物资吧！","大地基地重建工程　物资准备中","为了给基地深处的结晶体自形晶做修复，要对基地进行重建！
说不定能解开曾经生活在这个星球上的先驱者们的谜团！","为了给基地深处的损坏的结晶体自形晶做修复准备，要对基地进行重建！","查明威",9,True,170,11,0,241083,0,166,20,5,1,0,0,6,3,4,5,0,0,0,0,15
153,"大地基地重建工程　联合工程准备中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请在动工开始前前往集合地点！","大地基地重建工程　联合工程准备中","联合工程“大地基地重建工程”动工时间确定啦！
到时候请务必要来帮忙呀！","联合工程“大地基地重建工程”动工时间确定啦！到时候一定要来帮忙呀！","查明威",9,False,170,11,0,241083,1451,166,21,5,1,0,0,6,3,4,5,0,0,0,0,0
154,"大地基地重建工程　联合工程进行中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请前往大地基地积极参与其中吧！","大地基地重建工程　联合工程进行中","联合工程“大地基地重建工程”正在进行中！
请一定要来帮忙呀！","联合工程“大地基地重建工程”正在进行中！请一定要来帮忙呀！","查明威",9,False,170,11,0,241083,0,0,0,0,1,0,0,6,3,4,5,0,0,0,0,0
155,"大地基地重建工程　竣工
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>下一项工程尚在计划阶段，请先随意放松一下吧！","大地基地重建工程　竣工","大地基地重建完工啦！
接下来的目标就是要让中央设施完全恢复运转！","大地基地重建完工啦！感谢大家的帮助！","查明威",10,False,170,12,0,241084,1581,166,23,6,2,0,0,6,3,4,5,0,0,0,0,16
156,"自形晶修复计划　支援物资准备中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参加探索任务筹备支援物资吧！","自形晶修复计划　支援物资准备中","基地中的结晶体自形晶的表面老化浑浊了！
需要对其进行活化并调整以太的流动性，修复计划正在进行中！","我们需要对基地的中央设施自形晶进行活化修复！","查明威",11,True,170,13,0,241085,0,166,24,5,2,0,0,6,3,4,5,0,0,0,0,17
157,"自形晶修复计划　联合工程准备中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请在正式开始前前往集合地点！","自形晶修复计划　联合工程准备中","联合工程“自形晶修复计划”开始时间确定啦！
到时候请务必要来帮忙呀！","联合工程“自形晶修复计划”开始时间确定啦！到时候一定要来帮忙呀！","查明威",11,False,170,13,0,241085,1451,166,25,5,2,0,0,6,3,4,5,0,0,0,0,0
158,"自形晶修复计划　联合工程进行中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请前往大地基地内的架台积极参与其中吧！","自形晶修复计划　联合工程进行中","联合工程“自形晶修复计划”正在进行中！
请一定要来帮忙呀！","联合工程“自形晶修复计划”正在进行中！请一定要来帮忙呀！","查明威",11,False,170,13,0,241085,0,0,0,0,2,0,0,6,3,4,5,0,0,0,0,0
159,"自形晶修复计划　圆满完成
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>下一项工程尚在计划阶段，请先随意放松一下吧！","自形晶修复计划　圆满完成","自形晶中央设施的修复完成啦！
接下来研究团队就要开始解析工作了！","自形晶中央设施的修复完成啦！感谢大家的帮助！","查明威",12,False,170,14,0,241086,1582,166,27,6,2,0,0,6,3,4,5,0,0,0,0,18
160,"宇宙港建设工程支援行动　物资准备中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参加探索任务筹备物资吧！","宇宙港建设工程支援行动　物资准备中","为了能将该星球的遗物和矿石更高效地送往亚伊太利斯，
我们需要对宇宙港进行升级！","我们需要对宇宙港进行升级！请帮忙筹备必要物资！","查明威",13,True,170,15,0,241087,0,166,28,5,2,0,0,6,3,4,5,0,0,0,0,19
161,"宇宙港建设工程支援行动　联合工程准备中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请在动工开始前前往集合地点！","宇宙港建设工程支援行动　联合工程准备中","联合工程“宇宙港建设工程支援行动”动工时间确定啦！
到时候请务必要来帮忙呀！","联合工程“宇宙港建设工程支援行动”动工时间确定啦！到时候一定要来帮忙呀！","查明威",13,False,170,15,0,241087,1451,166,29,5,2,0,0,6,3,4,5,0,0,0,0,0
162,"宇宙港建设工程支援行动　联合工程进行中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请前往大地基地北边积极参与其中吧！","宇宙港建设工程支援行动　联合工程进行中","联合工程“宇宙港建设工程支援行动”正在进行中！
请一定要来帮忙呀！","联合工程“宇宙港建设工程支援行动”正在进行中！请一定要来帮忙呀！","查明威",13,False,170,15,0,241087,0,0,0,0,2,0,0,6,3,4,5,0,0,0,0,0
163,"宇宙港　竣工
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>下一项工程尚在计划阶段，请先随意放松一下吧！","宇宙港　竣工","宇宙港升级完成后，可以将更多研究物资送往亚伊太利斯啦！
相信今后的研究工作一定能有条不紊地推进吧！","宇宙港升级完成啦！感谢大家的帮助！","查明威",14,False,170,16,0,241088,1583,166,31,6,2,0,0,6,3,4,5,0,0,0,0,20
164,"翠核深谷遗迹挖掘计划　支援物资准备中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参加探索任务筹备支援物资吧！","翠核深谷遗迹挖掘计划　支援物资准备中","在翠核深谷发现了疑似遗迹的痕迹！
请协助挖掘计划，帮忙筹备支援物资！","为了方便对在翠核深谷发现的遗迹进行挖掘，请帮忙筹备支援物资！","查明威",15,True,170,17,0,241089,0,166,32,5,2,0,0,6,3,4,5,0,0,0,0,0
165,"翠核深谷遗迹挖掘计划　联合工程准备中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请在正式开始前前往集合地点！","翠核深谷遗迹挖掘计划　联合工程准备中","联合工程“翠核深谷遗迹挖掘计划”开始时间确定啦！
到时候请务必要来帮忙呀！","联合工程“翠核深谷遗迹挖掘计划”开始时间确定啦！到时候一定要来帮忙呀！","查明威",15,False,170,17,0,241089,1451,166,33,5,2,0,0,6,3,4,5,0,0,0,0,0
166,"翠核深谷遗迹挖掘计划　联合工程进行中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请前往翠核深谷积极参与其中吧！","翠核深谷遗迹挖掘计划　联合工程进行中","联合工程“翠核深谷遗迹挖掘计划”正在进行中！
请一定要来帮忙呀！","联合工程“翠核深谷遗迹挖掘计划”正在进行中！请一定要来帮忙呀！","查明威",15,False,170,17,0,241089,0,0,0,0,2,0,0,6,3,4,5,0,0,0,0,0
167,"翠核深谷遗迹挖掘计划　圆满完成
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>下一项工程尚在计划阶段，请先随意放松一下吧！","翠核深谷遗迹挖掘计划　圆满完成","在翠核深谷进行一番发掘后发现了遗迹入口！
宇宙飞线也已经顺利延长，感谢大家的帮助！","通往翠核深谷的宇宙飞线已经顺利延长啦！感谢大家的帮助！","查明威",16,False,170,18,0,241090,1584,166,35,6,2,0,0,6,3,4,5,0,0,0,0,0
168,"翠核深谷遗迹解锁计划　支援物资准备中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参加探索任务筹备支援物资吧！","翠核深谷遗迹解锁计划　支援物资准备中","想要打开遗迹的大门，似乎需要对入口处的矿石进行活化！
请积极为解锁计划提供帮助！","为了打开翠核深谷遗迹的大门，请帮忙筹备支援物资！","查明威",17,True,170,19,0,241091,0,166,36,5,2,0,0,6,3,4,5,0,0,0,0,0
169,"翠核深谷遗迹解锁计划　联合工程准备中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请在正式开始前前往集合地点！","翠核深谷遗迹解锁计划　联合工程准备中","联合工程“翠核深谷遗迹解锁计划”开始时间确定啦！
到时候请务必要来帮忙呀！","联合工程“翠核深谷遗迹解锁计划”开始时间确定啦！到时候一定要来帮忙呀！","查明威",17,False,170,19,0,241091,1451,166,37,5,2,0,0,6,3,4,5,0,0,0,0,0
170,"翠核深谷遗迹解锁计划　联合工程进行中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请前往翠核深谷遗迹积极参与其中吧！","翠核深谷遗迹解锁计划　联合工程进行中","联合工程“翠核深谷遗迹解锁计划”正在进行中！
请一定要来帮忙呀！","联合工程“翠核深谷遗迹解锁计划”正在进行中！请一定要来帮忙呀！","查明威",17,False,170,19,0,241091,0,0,0,0,2,0,0,6,3,4,5,0,0,0,0,0
171,"翠核深谷遗迹　解锁完成
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>下一项工程尚在计划阶段，请先随意放松一下吧！","翠核深谷遗迹　解锁完成","成功打开了翠核深谷遗迹的大门！
可以进一步探索里面究竟有什么了！","成功打开了翠核深谷遗迹的大门！感谢大家的帮助！","查明威",18,False,170,20,0,241092,1585,166,39,6,2,0,0,6,3,4,5,0,0,0,0,0
172,"翠核深谷遗迹修复计划　支援物资准备中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参加探索任务筹备支援物资吧！","翠核深谷遗迹修复计划　支援物资准备中","让在翠核深谷遗迹内部发现的结晶体重新运转起来，
修复遗迹，解开先驱者们谜团的计划正在进行中！","我们要让在遗迹内发现的结晶体设施重新运转起来，请帮忙筹备支援物资！","查明威",19,True,170,21,0,241093,0,166,40,5,2,0,0,6,3,4,5,0,0,0,0,0
173,"翠核深谷遗迹修复计划　联合工程准备中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请在正式开始前前往集合地点！","翠核深谷遗迹修复计划　联合工程准备中","联合工程“翠核深谷遗迹修复计划”开始时间确定啦！
到时候请务必要来帮忙呀！","联合工程“翠核深谷遗迹修复计划”开始时间确定啦！到时候一定要来帮忙呀！","查明威",19,False,170,21,0,241093,1451,166,41,5,2,0,0,6,3,4,5,0,0,0,0,0
174,"翠核深谷遗迹修复计划　联合工程进行中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请前往翠核深谷遗迹积极参与其中吧！","翠核深谷遗迹修复计划　联合工程进行中","联合工程“翠核深谷遗迹修复计划”正在进行中！
请一定要来帮忙呀！","联合工程“翠核深谷遗迹修复计划”正在进行中！请一定要来帮忙呀！","查明威",19,False,170,21,0,241093,0,0,0,0,2,0,0,6,3,4,5,0,0,0,0,0
175,"翠核深谷遗迹　修复完成
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>下一项工程尚在计划阶段，请先随意放松一下吧！","翠核深谷遗迹　修复完成","随着导石修复完成，遗迹内部原本的功能也恢复了！
这下就可以对遗迹深处进行正式的调查啦！","遗迹的导石修复完成啦！感谢大家的帮助！","查明威",20,False,170,22,0,241094,1586,166,43,6,2,0,0,6,3,4,5,0,0,0,0,0
176,"翠核深谷遗迹最深处重启计划　支援物资准备中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参加探索任务筹备支援物资吧！","翠核深谷遗迹最深处重启计划　支援物资准备中","就像之前修复自形晶一样，我们要对遗迹最深处的劣化结晶体
进行活化并调整以太的流动性，修复计划正在进行中！","我们需要对遗迹最深处的劣化结晶体进行活化修复！请帮忙筹备支援物资！","查明威",21,True,170,23,0,241095,0,166,44,5,2,0,0,6,3,4,5,0,0,0,0,0
177,"翠核深谷遗迹最深处重启计划　联合工程准备中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请在正式开始前前往集合地点！","翠核深谷遗迹最深处重启计划　联合工程准备中","联合工程“翠核深谷遗迹最深处重启计划”开始时间确定啦！
到时候请务必要来帮忙呀！","联合工程“翠核深谷遗迹最深处重启计划”开始时间确定啦！到时候一定要来帮忙呀！","查明威",21,False,170,23,0,241095,1451,166,45,5,2,0,0,6,3,4,5,0,0,0,0,0
178,"翠核深谷遗迹最深处重启计划　联合工程进行中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请前往翠核深谷遗迹积极参与其中吧！","翠核深谷遗迹最深处重启计划　联合工程进行中","联合工程“翠核深谷遗迹最深处重启计划”正在进行中！
请一定要来帮忙呀！","联合工程“翠核深谷遗迹最深处重启计划”正在进行中！请一定要来帮忙呀！","查明威",21,False,170,23,0,241095,0,0,0,0,2,0,0,6,3,4,5,0,0,0,0,0
179,"翠核深谷遗迹最深处　重启完成
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>下一项工程尚在计划阶段，请先随意放松一下吧！","翠核深谷遗迹最深处　重启完成","荒漠地洞遗迹最深处的设施元形晶已经重新开始运转啦！
感谢大家的帮助！","荒漠地洞遗迹的元形晶重新开始运转啦！感谢大家的帮助！","查明威",22,False,170,24,0,241096,1587,166,47,6,2,0,0,6,3,4,5,0,0,0,0,0
180,"第三次宇宙飞线铺设工程支援行动　物资收集中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参加探索任务筹备物资吧！","第三次宇宙飞线铺设工程支援行动　物资收集中","我们需要在翠核深谷内部建设宇宙飞线！
请积极参加探索任务帮忙筹备物资！","我们需要在翠核深谷内部建设宇宙飞线！一起筹备物资吧！","查明威",22,False,170,25,0,241097,0,166,48,5,2,0,0,6,3,4,5,0,0,0,0,0
181,"第三次宇宙飞线铺设工程支援行动　施工中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请静待宇宙飞线铺设完成！","第三次宇宙飞线铺设工程支援行动　施工中","正在为翠核深谷内部铺设宇宙飞线！
竣工之后整体环境将会变得更加便利，请再耐心等待一下！","正在为翠核深谷内部铺设宇宙飞线！请静待铺设完成！","查明威",22,False,170,25,0,241097,1452,166,49,5,2,0,0,6,3,4,5,0,0,0,0,0
182,"翠核深谷线　竣工
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>下一项工程尚在计划阶段，请先随意放松一下吧！","翠核深谷线　竣工","翠核深谷线竣工啦！
今后就能更方便前往远处调查了，感谢大家的帮助！","翠核深谷线竣工啦！感谢大家的帮助！","查明威",23,False,170,25,0,241098,1588,166,50,6,2,0,0,6,3,4,5,0,0,0,0,0
183,"大地基地结构强化工程　物资收集中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参加探索任务筹备物资吧！","大地基地结构强化工程　物资收集中","我们需要在总部基地最高处建造通讯设施，方便接收来自翠核深谷遗迹的大量情报！
为了对此进行准备，基地结构强化计划正在进行中！","为了给在总部基地最高处建造通讯设施做准备，我们需要对基地进行结构强化！","查明威",24,True,170,26,0,241099,0,166,51,5,2,0,0,6,3,4,5,0,0,0,0,30
184,"大地基地结构强化工程　联合工程准备中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请在动工开始前前往集合地点！","大地基地结构强化工程　联合工程准备中","联合工程“大地基地结构强化工程”动工时间确定啦！
到时候请务必要来帮忙呀！","联合工程“大地基地结构强化工程”动工时间确定啦！到时候一定要来帮忙呀！","查明威",24,False,170,26,0,241099,1451,166,52,5,2,0,0,6,3,4,5,0,0,0,0,0
185,"大地基地结构强化工程　联合工程进行中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请前往大地基地积极参与其中吧！","大地基地结构强化工程　联合工程进行中","联合工程“大地基地结构强化工程”正在进行中！
请一定要来帮忙呀！","联合工程“大地基地结构强化工程”正在进行中！请一定要来帮忙呀！","查明威",24,False,170,26,0,241099,0,0,0,0,2,0,0,6,3,4,5,0,0,0,0,0
186,"大地基地结构强化工程　竣工
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>下一项工程尚在计划阶段，请先随意放松一下吧！","大地基地结构强化工程　竣工","成功对总部基地的结构进行了强化！
这下就可以在基地最高处建造通讯设施啦，感谢大家的帮助！","成功对基地结构进行了强化！这下就可以乘坐升降机前往基地上面了！","查明威",25,False,170,27,0,241100,1589,166,54,6,2,0,0,6,3,4,5,0,0,34,35,31
187,"自形晶重启作战　物资收集中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参加探索任务筹备物资吧！","自形晶重启作战　物资收集中","在大地基地最高处建造巨大的通讯设备，
将来自翠核深谷遗迹的数据传送到自形晶的计划正在进行中！","我们需要在大地基地建造巨大的通讯设备！请帮忙筹备必要物资！","查明威",26,True,170,28,0,241101,0,166,55,5,2,0,0,6,3,4,5,0,0,34,35,0
188,"自形晶重启作战　联合工程准备中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请乘坐升降机前往大地基地最高处集合！","自形晶重启作战　联合工程准备中","联合工程“自形晶重启作战”动工时间确定啦！
到时候请务必要来帮忙呀！","联合工程“自形晶重启作战”动工时间确定啦！到时候一定要来帮忙呀！","查明威",26,False,170,28,203,241101,1451,166,56,5,2,0,0,6,3,4,5,0,0,34,35,0
